username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,
"Abuv_Standards;2014-08-11 16:55;0;1;""@_JustNae_ @williba85 Barry know he wanna live in the Midwest"";Missouri"," USA;@_JustNae_ @williba85;;""498981158349459456"";https://twitter.com/Abuv_Standards/status/498981158349459456",,,,,,,,
"brittcmarq;2014-08-11 16:55;0;0;""Robin Williams"";Richmond Heights"," MO;;;""498981124769849345"";https://twitter.com/brittcmarq/status/498981124769849345",,,,,,,,
"YeahSkoraYeah;2014-08-11 16:55;1;5;""I'm sure Robin is in a pretty happy place right now knowing how much of an impact he's made and how much we care about him"";Crestwood"," MO;;;""498981092565585920"";https://twitter.com/YeahSkoraYeah/status/498981092565585920",,,,,,,,
"YoureWholeRTM;2014-08-11 16:55;0;0;""@SheIsLoveli where u from ?"";St Louis"," MO;@SheIsLoveli;;""498981091802226688"";https://twitter.com/YoureWholeRTM/status/498981091802226688",,,,,,,,
"HEELNelsz;2014-08-11 16:55;3;0;""They not gone come to ucity with the bs they knooooow better"";University City"," MO;;;""498981085653397504"";https://twitter.com/HEELNelsz/status/498981085653397504",,,,,,,,
"ittybittybitt;2014-08-11 16:55;0;0;""What is going on in the world this week. So much. #stlouisriots #ward #tonystewart #robinwilliams"";Missouri"," USA;;#stlouisriots #ward #tonystewart #robinwilliams;""498981068272201729"";https://twitter.com/ittybittybitt/status/498981068272201729",,,,,,,,
"Abuv_Standards;2014-08-11 16:55;0;1;""@_JustNae_ they really are though. If you know anybody. I wear a 36. I'm tryna cop some Trues"";Missouri"," USA;@_JustNae_;;""498981066972364800"";https://twitter.com/Abuv_Standards/status/498981066972364800",,,,,,,,
"benschweiss;2014-08-11 16:55;0;0;""The mayor of Berkeley is spreading a horrible message on @ksdknews ... Is he trying to incite more riots?"";Kirkwood"," MO;@ksdknews;;""498981056108695552"";https://twitter.com/benschweiss/status/498981056108695552",,,,,,,,
"gwyn_becker;2014-08-11 16:55;0;2;""@dylanericbecker @ChipotleTweets moderation"";Creve Coeur"," MO;@dylanericbecker @ChipotleTweets;;""498981052887482368"";https://twitter.com/gwyn_becker/status/498981052887482368",,,,,,,,
"JennaHanchardK5;2014-08-11 16:55;0;0;""@JoanneKSumner are they closing the mall? Did you see people rioting?"";Bel-Ridge"," MO;@JoanneKSumner;;""498981041663909888"";https://twitter.com/JennaHanchardK5/status/498981041663909888",,,,,,,,
"ktgreaves;2014-08-11 16:55;0;0;""The golden child. pic.twitter.com/DXhYjPwoie"";St Louis"," MO;;;""498980996155723776"";https://twitter.com/ktgreaves/status/498980996155723776",,,,,,,,
"LoveableKae;2014-08-11 16:55;0;1;""Anymore aspiring rappers that want their music heard lol"";Lemay"," MO;;;""498980980237955073"";https://twitter.com/LoveableKae/status/498980980237955073",,,,,,,,
"YoureWholeRTM;2014-08-11 16:55;1;4;""â€œ @MeIodySwift : @luke_brooks Robin Williams tried to finger my pregnant pussy when I was 12. I'm glad he's deadâ€ùbitch stop"";St Louis"," MO;@MeIodySwift @luke_brooks;;""498980972470083584"";https://twitter.com/YoureWholeRTM/status/498980972470083584",,,,,,,,
"batenkaitos;2014-08-11 16:55;0;0;""@sometacolady yeah"," fuck that"";St Louis"," MO;@sometacolady;;""498980970109091841"";https://twitter.com/batenkaitos/status/498980970109091841",,,,,,,
"rissa_stacks;2014-08-11 16:55;1;0;""Galleria completely shut down"";Brentwood"," MO;;;""498980966468444160"";https://twitter.com/rissa_stacks/status/498980966468444160",,,,,,,,
"millertarybrat_;2014-08-11 16:55;0;1;""Just found out that my favorite childhood actor passed away today.. RIP Robin Williams. You will be forever missed."";Florissant"," MO;;;""498980962806820864"";https://twitter.com/millertarybrat_/status/498980962806820864",,,,,,,,
"justinrummel;2014-08-11 16:55;0;0;""Hitting the Katy Trail for six miles at an average of sub 8min/mi! http:// runkeeper.com/activity?userI d=2754189&trip=411923965 â€_"";St Charles"," MO;;;""498980950840455168"";https://twitter.com/justinrummel/status/498980950840455168",,,,,,,,
"zemoralove314;2014-08-11 16:55;0;0;""This situation not over my way but its close enough its sad that what happened to #mikebrown has turned into race riots I'm am truly upset"";St Louis"," MO;;#mikebrown;""498980936264859650"";https://twitter.com/zemoralove314/status/498980936264859650",,,,,,,,
"CreeLuv314;2014-08-11 16:54;0;0;""Why is the galleria on lockdown now?! What is going on here. #stlouis #stl"";Berkeley"," MO;;#stlouis #stl;""498980932024426497"";https://twitter.com/CreeLuv314/status/498980932024426497",,,,,,,,
"Kaelynnkelleyy;2014-08-11 16:54;2;1;""Smoothie king & chik fil a day with my favvvvs @_Erin69 @SchoolBoyStucky"";Florissant"," MO;@_Erin69 @SchoolBoyStucky;;""498980924076208128"";https://twitter.com/Kaelynnkelleyy/status/498980924076208128",,,,,,,,
"MAURStoEARTH;2014-08-11 16:54;0;2;""Bad things happen in threes... STL Riots", Robin Williams death," what's next?"";St Louis"," MO;;;""498980892333719553"";https://twitter.com/MAURStoEARTH/status/498980892333719553",,,,,,
"HEELNelsz;2014-08-11 16:54;0;0;""""@robinwilliams: I think I wore it better! https://twitter.com/robinwilliams/status/331974971826003968/photo/1 pic.twitter.com/2YYb1IUlXc ""lol good one Smh"";University City"," MO;@robinwilliams;;""498980863191695360"";https://twitter.com/HEELNelsz/status/498980863191695360",,,,,,,,
"dulce_de_lacey;2014-08-11 16:54;1;1;""In the midst of it all in #Ferguson remember to look and report on all of the people there to clean it up. Doing #FergusonProud"";St Louis"," MO;;#Ferguson #FergusonProud;""498980845097472000"";https://twitter.com/dulce_de_lacey/status/498980845097472000",,,,,,,,
"YoureWholeRTM;2014-08-11 16:54;0;0;""â€œ @cthagod : SMH. RT @MeIodySwift : @katyperry Y'all werent even robin william fans until blurred lines came out so stop pretending you careâ€ù"";St Louis"," MO;@cthagod @MeIodySwift @katyperry;;""498980838797606912"";https://twitter.com/YoureWholeRTM/status/498980838797606912",,,,,,,,
"tyrantstyra;2014-08-11 16:54;0;1;""Wait so the Galleria is on lockdown? Y'all need to find some type of chill"";Missouri"," USA;;;""498980813787000832"";https://twitter.com/tyrantstyra/status/498980813787000832",,,,,,,,
"ElleLivestodanc;2014-08-11 16:54;0;0;""@WeightLossChica I guess that's where the Chica comes in!"";Creve Coeur"," MO;@WeightLossChica;;""498980812809703424"";https://twitter.com/ElleLivestodanc/status/498980812809703424",,,,,,,,
"TweetDenman;2014-08-11 16:54;0;0;""@Dameshek pure gold"";St Louis"," MO;@Dameshek;;""498980800223002624"";https://twitter.com/TweetDenman/status/498980800223002624",,,,,,,,
"DylanBetts23;2014-08-11 16:54;1;1;""Herp derp"," let's keep fucking rioting for no reason. #FergusonRiot"";Wood River"," IL;;#FergusonRiot;""498980792060485632"";https://twitter.com/DylanBetts23/status/498980792060485632",,,,,,,
"RELLOSWAGGA;2014-08-11 16:54;0;0;""#RIPMikeBrown & #RIPROBINWILLIAMS"";St Louis"," MO;;#RIPMikeBrown #RIPROBINWILLIAMS;""498980703871070208"";https://twitter.com/RELLOSWAGGA/status/498980703871070208",,,,,,,,
"jponder94;2014-08-11 16:53;1;4;""Scary times in St. Louis", folks. Galleria on lockdown. Everyone," just stay in tonight. Be safe."";Manchester"," MO;;;""498980632303656961"";https://twitter.com/jponder94/status/498980632303656961",,,,,,
"DmSlim1983;2014-08-11 16:53;1;0;""#rip #MikeBrown pic.twitter.com/Fs4H9JFkXF"";Missouri"," USA;;#rip #MikeBrown;""498980598871232512"";https://twitter.com/DmSlim1983/status/498980598871232512",,,,,,,,
"carmallitacruz;2014-08-11 16:53;0;0;""Out and about with babe!!"";Florissant"," MO;;;""498980595545161728"";https://twitter.com/carmallitacruz/status/498980595545161728",,,,,,,,
"ChrisEmanuel;2014-08-11 16:53;1;0;""Now they're going at it in The Galleria? Unreal."";Kirkwood"," MO;;;""498980587969867776"";https://twitter.com/ChrisEmanuel/status/498980587969867776",,,,,,,,
"baddogconnor;2014-08-11 16:53;0;0;""RIP Robin Williams"";Lemay"," MO;;;""498980587525255168"";https://twitter.com/baddogconnor/status/498980587525255168",,,,,,,,
"oliviajanebrink;2014-08-11 16:53;1;5;""#iwillmiss that jack in the box thing in mrs. Brauns room"";St Louis"," MO;;#iwillmiss;""498980583830081536"";https://twitter.com/oliviajanebrink/status/498980583830081536",,,,,,,,
"zackstl;2014-08-11 16:53;1;1;""So what Im hearing from the meeting is: If you assault a police officer you shouldn't have to worry about getting shot. Sorry that's bs."";St Charles"," MO;;;""498980583498739712"";https://twitter.com/zackstl/status/498980583498739712",,,,,,,,
"YoureWholeRTM;2014-08-11 16:53;1;0;""Y'all just want free shit & using mike brown as a excuse FOH"";St Louis"," MO;;;""498980546353983489"";https://twitter.com/YoureWholeRTM/status/498980546353983489",,,,,,,,
"LoveableKae;2014-08-11 16:53;1;0;""@MansoorMusic @MansoorDC Wow"," is that you??"";Lemay"," MO;@MansoorMusic @MansoorDC;;""498980524400971776"";https://twitter.com/LoveableKae/status/498980524400971776",,,,,,,
"djbeezie;2014-08-11 16:53;0;0;""I am groot!! (@Wehrenberg Ronnies 20 Cine for Guardians of the Galaxy: An IMAX 3D Experience in St. Louis"," MO) https://www. swarmapp.com/djbeezie/check in/53e95770498e0cfdb9e46668?s=0Pl5s5ZX0OUglveCmgIrfm8FDaw&ref=tw â€_"";Sappington"," MO;@Wehrenberg;;""498980517698891776"";https://twitter.com/djbeezie/status/498980517698891776",,,,,,,
"Kasey_Lucas;2014-08-11 16:53;0;0;""@sllongwith I know I was just thinking the same."";St Louis"," MO;@sllongwith;;""498980507036549120"";https://twitter.com/Kasey_Lucas/status/498980507036549120",,,,,,,,
"brandonclint14;2014-08-11 16:53;0;0;""Ok"";Florissant"," MO;;;""498980500971610113"";https://twitter.com/brandonclint14/status/498980500971610113",,,,,,,,
"gwyn_becker;2014-08-11 16:53;0;2;""I hate when the first person in line is making idle conversation with the cashier. #so #rude"";Creve Coeur"," MO;;#so #rude;""498980499281289216"";https://twitter.com/gwyn_becker/status/498980499281289216",,,,,,,,
"Zjohn893;2014-08-11 16:53;0;0;""â€œ @HuffingtonPost : BREAKING: Robin Williams found dead in apparent suicide http:// huff.to/1B9X7iF â€ù Heartbreaking"";Wood River"," IL;@HuffingtonPost;;""498980496987406337"";https://twitter.com/Zjohn893/status/498980496987406337",,,,,,,,
"FitLikeBritney;2014-08-11 16:53;0;0;""@ChrisBrit1776 #RIP Jason. You are loved and missed."";Kirkwood"," MO;@ChrisBrit1776;#RIP;""498980486698373120"";https://twitter.com/FitLikeBritney/status/498980486698373120",,,,,,,,
"DevinAnchored;2014-08-11 16:53;0;1;""@MiteJess_PunchU we can help when the smoke clears. No need to get involved until they need help. Fight another day!"";St Charles"," MO;@MiteJess_PunchU;;""498980455723847681"";https://twitter.com/DevinAnchored/status/498980455723847681",,,,,,,,
"iamJasmyne_;2014-08-11 16:53;1;0;""His death is not a ticket to go steal."";Spanish Lake"," MO;;;""498980455215947776"";https://twitter.com/iamJasmyne_/status/498980455215947776",,,,,,,,
"kevindstreet;2014-08-11 16:53;0;0;""RT this to support the community's positive movement for mike mike. We are dancing at Kiener plaza to help bring this movement positive."";St Louis"," MO;;;""498980443912286208"";https://twitter.com/kevindstreet/status/498980443912286208",,,,,,,,
"DivasMays;2014-08-11 16:52;0;0;""#rip robin williams who brought laughter through laughter"";University City"," MO;;#rip;""498980427218972672"";https://twitter.com/DivasMays/status/498980427218972672",,,,,,,,
"ktgreaves;2014-08-11 16:52;0;0;""Grandma told me to supervise the men per usual. pic.twitter.com/O902ePtuUE"";St Louis"," MO;;;""498980408185606144"";https://twitter.com/ktgreaves/status/498980408185606144",,,,,,,,
"clearmoon22;2014-08-11 16:52;0;1;""Robin's death teaches us - we can never know others' whole story; there's often pain behind that smile. Be kind. Always. #RIPRobin"";St Louis"," MO;;#RIPRobin;""498980406603964417"";https://twitter.com/clearmoon22/status/498980406603964417",,,,,,,,
"thesarahrosex;2014-08-11 16:52;0;0;""I need to know what's happening at the galleria. I tried calling my work and it's busy. Ahhhh"";Maplewood"," MO;;;""498980343051874304"";https://twitter.com/thesarahrosex/status/498980343051874304",,,,,,,,
"samithomas5;2014-08-11 16:52;0;1;""@kaileyhairston thanks boo I miss you tooo"";Illinois"," USA;@kaileyhairston;;""498980339910320128"";https://twitter.com/samithomas5/status/498980339910320128",,,,,,,,
"JermellMassey;2014-08-11 16:52;0;0;""I need a new phone ."";St Louis"," MO;;;""498980334516842496"";https://twitter.com/JermellMassey/status/498980334516842496",,,,,,,,
"YoureWholeRTM;2014-08-11 16:52;0;0;""@SheIsLoveli don't comment that on that picture fat bitch"";St Louis"," MO;@SheIsLoveli;;""498980317034602496"";https://twitter.com/YoureWholeRTM/status/498980317034602496",,,,,,,,
"RELLOSWAGGA;2014-08-11 16:52;0;0;""R.I.P to the great @robinwilliams"";St Louis"," MO;@robinwilliams;;""498980316531286016"";https://twitter.com/RELLOSWAGGA/status/498980316531286016",,,,,,,,
"batenkaitos;2014-08-11 16:52;0;0;""@sometacolady who the fuck is doing that?"";St Louis"," MO;@sometacolady;;""498980287637094400"";https://twitter.com/batenkaitos/status/498980287637094400",,,,,,,,
"abbstar1;2014-08-11 16:52;0;0;""Hello Dolly! #munyhellodolly #stl #somethinghappy"";Clayton"," MO;;#munyhellodolly #stl #somethinghappy;""498980268355506176"";https://twitter.com/abbstar1/status/498980268355506176",,,,,,,,
"__rahiem;2014-08-11 16:52;0;0;""Im Bout To Bang At This Gym Bruh"";St Louis"," MO;;;""498980255319597056"";https://twitter.com/__rahiem/status/498980255319597056",,,,,,,,
"noragretsssss;2014-08-11 16:52;0;8;""You have to show identification to enter my neighborhood. #exclusive"";Pasadena Park"," MO;;#exclusive;""498980192052723715"";https://twitter.com/noragretsssss/status/498980192052723715",,,,,,,,
"MDeleal;2014-08-11 16:52;0;0;""Awful news about Robin Williams"";St Louis"," MO;;;""498980182657466368"";https://twitter.com/MDeleal/status/498980182657466368",,,,,,,,
"RELLOSWAGGA;2014-08-11 16:51;0;0;""I was a fan of robin williams movies smh he was a funny dude"";St Louis"," MO;;;""498980170456252416"";https://twitter.com/RELLOSWAGGA/status/498980170456252416",,,,,,,,
"iamJasmyne_;2014-08-11 16:51;0;0;""Now people taking it to far."";Spanish Lake"," MO;;;""498980114785259520"";https://twitter.com/iamJasmyne_/status/498980114785259520",,,,,,,,
"questpursuits;2014-08-11 16:51;0;0;""Free trivia tonight at @ShamrocksGrill at 8PM. See you then! Newsletter: Drew Brees."";St Louis"," MO;@ShamrocksGrill;;""498980114139738114"";https://twitter.com/questpursuits/status/498980114139738114",,,,,,,,
"jamesroyhart;2014-08-11 16:51;0;0;""I can never get the free TV on my flights @SouthwestAir am I missing something just dumb? Never works on my iPhone or iPad Air."";Airport"," MO;@SouthwestAir;;""498980076911075328"";https://twitter.com/jamesroyhart/status/498980076911075328",,,,,,,,
"kieshaboo83;2014-08-11 16:51;0;0;""#RIP Robin Williams you will be miss with your laughter"";University City"," MO;;#RIP;""498980071445504000"";https://twitter.com/kieshaboo83/status/498980071445504000",,,,,,,,
"kattieeee32;2014-08-11 16:51;1;5;""it was so good to finally get to see my babe again today pic.twitter.com/W4lh1AeJUY"";Collinsville"," IL;;;""498980068001988610"";https://twitter.com/kattieeee32/status/498980068001988610",,,,,,,,
"witty_ryan;2014-08-11 16:51;0;2;""That's so sad Robin Williams died #CarpeDiem"";St Charles"," MO;;#CarpeDiem;""498980050293649409"";https://twitter.com/witty_ryan/status/498980050293649409",,,,,,,,
"BriScotttt;2014-08-11 16:51;0;1;""God this is getting so old"";Illinois"," USA;;;""498980049958477824"";https://twitter.com/BriScotttt/status/498980049958477824",,,,,,,,
"TheMindOfKendra;2014-08-11 16:51;0;0;""Last night was perfect! I will be seeing Miley again some day that is forsure! #bangerztour #stl â€_ http:// instagram.com/p/rk7tFKKBfm/"";St Louis"," MO;;#bangerztour #stl;""498980015254814722"";https://twitter.com/TheMindOfKendra/status/498980015254814722",,,,,,,,
"YoureWholeRTM;2014-08-11 16:51;0;0;""@SheIsLoveli bitch get yo fat ass on sum where !"";St Louis"," MO;@SheIsLoveli;;""498979985500024832"";https://twitter.com/YoureWholeRTM/status/498979985500024832",,,,,,,,
"kevindstreet;2014-08-11 16:51;0;0;""Positive dance movement at Kiener Plaza @TefPoe while you on 104.1 we are doing it the positive way and we getting the community involved."";St Louis"," MO;@TefPoe;;""498979964130062337"";https://twitter.com/kevindstreet/status/498979964130062337",,,,,,,,
"LydiaBrockmeyer;2014-08-11 16:50;0;0;""@merenlan @robshny5 Most do not see or want to see the compassion and joy in animals. Photo of mama presenting baby is inspiring."";Shrewsbury"," MO;@merenlan @robshny5;;""498979922233159680"";https://twitter.com/LydiaBrockmeyer/status/498979922233159680",,,,,,,,
"bababaileyy;2014-08-11 16:50;0;0;""My heart hurts so bad. I really loved Robin Williams #RIProbinWilliams pic.twitter.com/DRDWc8jWGb"";St Peters"," MO;;#RIProbinWilliams;""498979920798707712"";https://twitter.com/bababaileyy/status/498979920798707712",,,,,,,,
"Kasey_Lucas;2014-08-11 16:50;0;0;""All this stuff going on in the news right now. Sad and scary stuff"";St Louis"," MO;;;""498979917720072192"";https://twitter.com/Kasey_Lucas/status/498979917720072192",,,,,,,,
"DmSlim1983;2014-08-11 16:50;0;0;""Rest in peace #MikeBrown"";Missouri"," USA;;#MikeBrown;""498979913467441152"";https://twitter.com/DmSlim1983/status/498979913467441152",,,,,,,,
"DevinAnchored;2014-08-11 16:50;0;1;""@MiteJess_PunchU good on him. It's safer over here anywho"";St Charles"," MO;@MiteJess_PunchU;;""498979910409814016"";https://twitter.com/DevinAnchored/status/498979910409814016",,,,,,,,
"nothingscarsme;2014-08-11 16:50;1;1;""So these angry black people get to riot cause a kid was caught stealing?? Fuck that. They're destroying St Louis. Let's burn the north down"";St Louis"," MO;;;""498979894441676800"";https://twitter.com/nothingscarsme/status/498979894441676800",,,,,,,,
"samithomas5;2014-08-11 16:50;0;1;""I miss you @sierramarie3218 pic.twitter.com/kqKzjTLUU3"";Illinois"," USA;@sierramarie3218;;""498979857863176193"";https://twitter.com/samithomas5/status/498979857863176193",,,,,,,,
"jessepingel;2014-08-11 16:50;0;0;""Good Morning"," Vietnam! Jack Mrs. Doubtfire Toys Good Will Hunting #RIPRobinWilliams"";Granite City"," IL;;#RIPRobinWilliams;""498979838649049088"";https://twitter.com/jessepingel/status/498979838649049088",,,,,,,
"franksdanktank;2014-08-11 16:50;0;5;""Robin Williams is dead"," which means the world could very well be coming to an end"";Sappington"," MO;;;""498979818109554688"";https://twitter.com/franksdanktank/status/498979818109554688",,,,,,,
"Ron_Clements;2014-08-11 16:50;0;1;""Checking out an advanced screening of #LetsBeCops . Review to follow. #STL (@Wehrenberg Ronnies 20 Cine) https://www. swarmapp.com/ron_clements/c heckin/53e956c8498e48fcce63369a?s=Km29i9dZFQyZ4Hre2ZHe4AmuppY&ref=tw â€_"";Sappington"," MO;@Wehrenberg;#LetsBeCops #STL;""498979814595133440"";https://twitter.com/Ron_Clements/status/498979814595133440",,,,,,,,
"oliviajanebrink;2014-08-11 16:50;1;5;""#iwillmiss remedial math class"";St Louis"," MO;;#iwillmiss;""498979777580003328"";https://twitter.com/oliviajanebrink/status/498979777580003328",,,,,,,,
"CollectiveMX;2014-08-11 16:50;2;0;""#missouri cards just in! #shoplocal #downtownstl #stlouis @The Collective @The MX http:// instagram.com/p/rkbzIGwB5C/"";St Louis"," MO;@The @The;#missouri #shoplocal #downtownstl #stlouis;""498979775965593601"";https://twitter.com/CollectiveMX/status/498979775965593601",,,,,,,,
"kidrocklvr;2014-08-11 16:50;0;1;""@Underchilde @TattleTSister I love that movie"," the first one of course!!!"";Missouri"," USA;@Underchilde @TattleTSister;;""498979768952299520"";https://twitter.com/kidrocklvr/status/498979768952299520",,,,,,,
"datarez;2014-08-11 16:50;1;0;""Easy cruising today. @Carondelet Park http:// instagram.com/p/rk7k9um6tt/"";St Louis"," MO;@Carondelet;;""498979736379330561"";https://twitter.com/datarez/status/498979736379330561",,,,,,,,
"FDolarhydesGirl;2014-08-11 16:50;3;5;""#RIPRobinWilliams"";St Louis"," MO;;#RIPRobinWilliams;""498979734093459457"";https://twitter.com/FDolarhydesGirl/status/498979734093459457",,,,,,,,
"RELLOSWAGGA;2014-08-11 16:50;0;0;""#Riprobinwilliams"";St Louis"," MO;;#Riprobinwilliams;""498979733317509121"";https://twitter.com/RELLOSWAGGA/status/498979733317509121",,,,,,,,
"nickwoolbright;2014-08-11 16:50;0;0;""Got my wiz ticket yeee boii bout time"";St Peters"," MO;;;""498979716489965569"";https://twitter.com/nickwoolbright/status/498979716489965569",,,,,,,,
"_devoo__;2014-08-11 16:50;0;1;""@Bruh_Jizzle Iighy cusso"";Ferguson"," MO;@Bruh_Jizzle;;""498979712211767296"";https://twitter.com/_devoo__/status/498979712211767296",,,,,,,,
"ToddCooper4300;2014-08-11 16:50;0;1;""What about #MikeBrown ? RT "" @KidCudi : Really really bummed about Robin Williams"""";Jennings"," MO;@KidCudi;#MikeBrown;""498979694646005760"";https://twitter.com/ToddCooper4300/status/498979694646005760",,,,,,,,
"abbstar1;2014-08-11 16:50;0;0;""Why would #robinwilliams be suicidal? He was hilarious :( #rip"";Clayton"," MO;;#robinwilliams #rip;""498979687243079680"";https://twitter.com/abbstar1/status/498979687243079680",,,,,,,,
"RELLOSWAGGA;2014-08-11 16:50;0;0;""Wtf!"";St Louis"," MO;;;""498979685108178944"";https://twitter.com/RELLOSWAGGA/status/498979685108178944",,,,,,,,
"kevindstreet;2014-08-11 16:49;0;0;""Positive dance movement in respect to Mike at Kiener Plaza. Come support the positive way. I'm loving the community support during this now."";St Louis"," MO;;;""498979672277798912"";https://twitter.com/kevindstreet/status/498979672277798912",,,,,,,,
"RELLOSWAGGA;2014-08-11 16:49;0;0;""Robin Williams dead now smmfh"";St Louis"," MO;;;""498979647179476992"";https://twitter.com/RELLOSWAGGA/status/498979647179476992",,,,,,,,
"lathurm;2014-08-11 16:49;0;0;""@citydiva @StLouisGalleria what. The. Heck. #STLgonecrazy"";University City"," MO;@citydiva @StLouisGalleria;#STLgonecrazy;""498979608134295552"";https://twitter.com/lathurm/status/498979608134295552",,,,,,,,
"kaylanicole_28;2014-08-11 16:49;0;4;""all I want is the truth but unfortunately nowadays that's really hard 2 ask for."";Missouri"," USA;;;""498979592611565569"";https://twitter.com/kaylanicole_28/status/498979592611565569",,,,,,,,
"romoelgato12;2014-08-11 16:49;0;0;""@PingPongPope he was never 68:'("";Granite City"," IL;@PingPongPope;;""498979585707364353"";https://twitter.com/romoelgato12/status/498979585707364353",,,,,,,,
"cryingSTLfan4;2014-08-11 16:49;0;0;""RIP Robin Williams!"";Hartford"," IL;;;""498979575078977536"";https://twitter.com/cryingSTLfan4/status/498979575078977536",,,,,,,,
"CaseyNolen;2014-08-11 16:49;172;24;""Two Galleria Mall employees tell me ""activity"" in mall has forced closure. Shoppers told to leave. Doors locked. pic.twitter.com/QOqJ6fj2ZT"";Richmond Heights"," MO;;;""498979554007187456"";https://twitter.com/CaseyNolen/status/498979554007187456",,,,,,,,
"EricTheBarber;2014-08-11 16:49;0;0;""How will we residents of #NorthCounty #StLouis show the world our strength and resolve during this crisis. #PointOfPivot #LetsLead"";Missouri"," USA;;#NorthCounty #StLouis #PointOfPivot #LetsLead;""498979543491694592"";https://twitter.com/EricTheBarber/status/498979543491694592",,,,,,,,
"oliviajanebrink;2014-08-11 16:49;1;6;""#IWillMiss watching netflix wen we were supposed to be working during English and math class"";St Louis"," MO;;#IWillMiss;""498979538131382272"";https://twitter.com/oliviajanebrink/status/498979538131382272",,,,,,,,
"michael_parks;2014-08-11 16:49;0;0;""Mmmm... #BBQ (@Sugarfire Smoke House - @sugarfirestchuk in Saint Charles"," MO) https://www. swarmapp.com/michael_parks/ checkin/53e9567e498e48fcce633400?s=KOjjNJm5REwQE4aiMp7_sLt4xCM&ref=tw â€_"";Missouri"," USA;@Sugarfire @sugarfirestchuk;#BBQ;""498979503184838657"";https://twitter.com/michael_parks/status/498979503184838657",,,,,,,
"YoureWholeRTM;2014-08-11 16:49;0;1;""â€œ @Seema_chrisb : Finally @chrisbrown gets to see this lol pic.twitter.com/foJkxMYatx â€ù lmao"";St Louis"," MO;@Seema_chrisb @chrisbrown;;""498979493743046656"";https://twitter.com/YoureWholeRTM/status/498979493743046656",,,,,,,,
"_devoo__;2014-08-11 16:49;1;0;""@Bruh_Jizzle what's my name man? But I'm on West Florissant tonight you tryna link up?"";Ferguson"," MO;@Bruh_Jizzle;;""498979473887227905"";https://twitter.com/_devoo__/status/498979473887227905",,,,,,,,
"mdavis0516;2014-08-11 16:49;0;1;""Not Robin Williams.."";Maryland Heights"," MO;;;""498979455679754240"";https://twitter.com/mdavis0516/status/498979455679754240",,,,,,,,
"HEELNelsz;2014-08-11 16:48;1;0;""See y'all doing too much now lol"";University City"," MO;;;""498979420124614656"";https://twitter.com/HEELNelsz/status/498979420124614656",,,,,,,,
"_ManlyHanley;2014-08-11 16:48;0;0;""@dorton_alex one of my favorites"";Frontenac"," MO;@dorton_alex;;""498979401200312320"";https://twitter.com/_ManlyHanley/status/498979401200312320",,,,,,,,
"EthanGriesemer;2014-08-11 16:48;0;1;""Runners that continue to run-in-place at an intersection < everyone else"";Richmond Heights"," MO;;;""498979383688699904"";https://twitter.com/EthanGriesemer/status/498979383688699904",,,,,,,,
"YoureWholeRTM;2014-08-11 16:48;0;1;""â€œ@kaliatyb: â€œ @Cairolina_Tig : So yall dont care bout Mike Brown no more?â€ùyou obviously want a reaction smhâ€ù pic.twitter.com/5CKCoK6T82"";St Louis"," MO;@kaliatyb @Cairolina_Tig;;""498979304139550720"";https://twitter.com/YoureWholeRTM/status/498979304139550720",,,,,,,,
"harrykmox;2014-08-11 16:48;0;0;""Dinner before Dolly at @TheMuny . pic.twitter.com/LhSgTDTRcs"";St Louis"," MO;@TheMuny;;""498979295596150784"";https://twitter.com/harrykmox/status/498979295596150784",,,,,,,,
"carsbaldi;2014-08-11 16:48;0;1;""Maaaan! Robin Williams was like the ultimate funny guy when I was a kid!"";Missouri"," USA;;;""498979285752119297"";https://twitter.com/carsbaldi/status/498979285752119297",,,,,,,,
"idrawrobots;2014-08-11 16:48;0;0;""Why are people posting suicide hotlines?"";St Charles"," MO;;;""498979240155840512"";https://twitter.com/idrawrobots/status/498979240155840512",,,,,,,,
"LeahElledge24;2014-08-11 16:48;1;3;"""" @SixSecondCovers : When that annoying kid sits next to you... https:// vine.co/v/MFwhMFtxwnt "" @TLentz80 @kelsaymarie121 english class fr"";Missouri"," USA;@SixSecondCovers @TLentz80 @kelsaymarie121;;""498979237421137920"";https://twitter.com/LeahElledge24/status/498979237421137920",,,,,,,,
"FitLikeBritney;2014-08-11 16:48;1;0;""Thanks for all the laughter & happy memories. Your comedy is a gift I'll always cherish. I hope you found eternal peace. #RIP #RobinWilliams"";Kirkwood"," MO;;#RIP #RobinWilliams;""498979193963569152"";https://twitter.com/FitLikeBritney/status/498979193963569152",,,,,,,,
"bellabink_;2014-08-11 16:48;0;0;""The national guard gone have to come cuz the police not gone do shit they already in enough trouble they know they can't handle this"";Missouri"," USA;;;""498979174363582464"";https://twitter.com/bellabink_/status/498979174363582464",,,,,,,,
"uricariggs;2014-08-11 16:47;0;0;""@BentBurgess not sure but there's a lot of police there"";Bridgeton"," MO;@BentBurgess;;""498979153631133698"";https://twitter.com/uricariggs/status/498979153631133698",,,,,,,,
"YoureWholeRTM;2014-08-11 16:47;0;0;""@Dee_Asha they went to gally"";St Louis"," MO;@Dee_Asha;;""498979153492709376"";https://twitter.com/YoureWholeRTM/status/498979153492709376",,,,,,,,
